,Company_Brand,Founded,HeadQuarter,What_it_does,Investor,Amount,Stage,Year,Num_of_Investors,Num_of_Founders,Sector,Currency,new_amount
1879,Avalon Labs,2017.0,Bangalore,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.","Tanglin Ventures, Better Capital, Whiteboard Capital",Undisclosed,Series A,2021,3,1,FinTech,Not Specified,28488165.70327553
1880,Betterhalf.ai,2016.0,Bangalore,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,"Y Combinator, Rehan A Khan","$3,000,000",Venture - Series Unknown,2021,2,2,Lifestyle,Dollars,3000000.0
1881,Koo,2020.0,Bangalore,Koo App operates as a microblogging app.,"Balaji Srinivasan, Naval Ravikant","$30,000,000",Series B,2021,2,2,Media/Entertainment,Dollars,30000000.0
1882,Rezo.ai,2017.0,Noida,Conversational AI platform - Innovate the way you communicate,"Devesh Sachdev, Bhavesh Manglani",Undisclosed,Seed,2021,2,2,Technology,Not Specified,28488165.70327553
1883,Mentoria,2015.0,Mumbai,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,"Pradeep K Jaisingh, Jayant Mehrotra","$200,000",Corporate Round,2021,2,3,Education,Dollars,200000.0
1884,Cuvette Tech,2020.0,Bangalore,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,"Varun Alagh, Harish Daiya","$1,800,000",Seed,2021,2,2,Other,Dollars,1800000.0
1885,Clensta,2016.0,Delhi,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,"IAN Fund, World Startup Factory","$600,000",Angel,2021,2,1,Technology,Dollars,600000.0
1886,FarMart,2015.0,Gurugram,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,"Omidyar Network India, Avaana Capital","$24,000,000",Series C,2021,2,2,Technology,Dollars,24000000.0
1887,Kodo Card,2019.0,Mumbai,Kodo card is a corporate card for new economy businesses in India.,"Brex, Y-Combinator","$8,000,000",Seed,2021,2,2,FinTech,Dollars,8000000.0
1888,Polygon,2017.0,Mumbai,Polygon is a blockchain scalability platform.,"Mark Cuban, MiH Ventures",Undisclosed,Series C,2021,2,3,FinTech,Not Specified,28488165.70327553
1889,Get My Parking,2015.0,Delhi,"Get My Parking, is a B2B Platform-as-a-Service company.","IvyCap Ventures, IAN Fund","$6,000,000",Series B,2021,2,2,Logistics,Dollars,6000000.0
1890,Cellestial,2019.0,Hyderabad,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,"Gurj Aujla, Ashik K","$500,000",Series B,2021,2,1,Other,Dollars,500000.0
1891,FanCode,2019.0,Mumbai,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",Dream Sports,"$50,000,000",Series C,2021,1,1,Gaming,Dollars,50000000.0
1892,Jai Kisan,2017.0,Mumbai,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,"The Chatterjee Group, Prophetic Ventures","$30,000,000",Series A,2021,2,2,FinTech,Dollars,30000000.0
1893,Plum,2019.0,Bangalore,High quality health insurance and health benefits,"Harsh Jain, Lalit Keshre","$15,000,000",Series A,2021,2,2,Automotive,Dollars,15000000.0
1894,ThatMate,2019.0,Satara,ThatMate is a sexual and mental wellness app for teens.,"Supriya Kumari, Premanshu Singh","$140,000",Pre-Seed,2021,2,1,Automotive,Dollars,140000.0
1895,Klassroom,2016.0,Mumbai,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,ah! Ventures,"$200,000",Series B,2021,1,1,Education,Dollars,200000.0
1896,Convin,2019.0,Bangalore,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,"9Unicorns Accelerator Fund, Sunder Nookala","$300,000",Pre-Seed,2021,2,4,Technology,Dollars,300000.0
1897,Mensa Brands,2021.0,Bangalore,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.","Accel Partners, Falcon Edge Capital, Norwest Venture Partners","$50,000,000",Series A,2021,3,1,Other,Dollars,50000000.0
1898,Disruptium,2021.0,Ahmadabad,A consultancy platform for startups,Pravesh Mehta,"$200,000",Angel,2021,1,3,Consumer Services,Dollars,200000.0
1899,MedTel Healthcare,2017.0,Orissia,An aggregator for Digital Health Clinics in low resource settings.,Not Specified,"$5,000,000",Seed,2021,2,5,Automotive,Dollars,5000000.0
1900,Pickright Technologies,2019.0,Bangalore,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,"Gaurav Gupta, Vivek Srivatsav","$200,000",Series C,2021,2,2,FinTech,Dollars,200000.0
1901,Ingenium,2018.0,Delhi,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,Lead Angels,Undisclosed,Seed,2021,1,3,Education,Not Specified,28488165.70327553
1902,BharatPe,2018.0,Delhi,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants","Amplo, Insight Partners","$6,000,000",Series A,2021,2,3,FinTech,Dollars,6000000.0
1903,RuleZero,2019.0,Bangalore,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,"Induslaw, Reddy Futures","$1,000,000",Seed,2021,2,2,Technology,Dollars,1000000.0
1904,Rubix Data Sciences,2018.0,Mumbai,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",Not Specified,"$800,000",Seed,2021,2,1,Technology,Dollars,800000.0
1905,Locobuzz,2011.0,Mumbai,LocoBuzz is an analytics-based integrated marketing platform.,Yuj Ventures,"$4,000,000",Series A,2021,1,1,Other,Dollars,4000000.0
1906,We Founder Circle,2020.0,Mumbai,"A global platform of founders for founders offering investment, network and business opportunities.",Geekster,"$2,000,000",Venture - Series Unknown,2021,1,1,FinTech,Dollars,2000000.0
1907,Haqdarshak,2015.0,Jaipur,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,"Manish Subramaniam, Upaya Social Ventures","$800,000",Angel,2021,2,3,Finance,Dollars,800000.0
1908,Celcius,2020.0,Mumbai,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,Eaglewings Ventures,Undisclosed,Seed,2021,1,3,Logistics,Not Specified,28488165.70327553
1909,Enthu.ai,2020.0,Chandigarh,Enthu.AI operates as a conversation intelligence startup.,Appit Simple Infotek,"$200,000",Series B,2021,1,2,Technology,Dollars,200000.0
1910,Myelin Foundry,2019.0,Bangalore,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices",Beyond Next Ventures,"$1,000,000",Series D,2021,1,3,Technology,Dollars,1000000.0
1911,SuperOps.ai,2020.0,Chennai,SuperOps.ai is an early stage startup in the MSP space.,"Ramakant Sharma, Elevation Capital","$3,000,000",Seed,2021,2,2,Technology,Dollars,3000000.0
1912,6Degree,2014.0,Mumbai,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,"Keiretsu Forum, SucSEED Venture Partners","$1,000,000",Series A,2021,2,2,Consumer Services,Dollars,1000000.0
1913,Teachmint,2020.0,Bangalore,Teachmint is an online learning platform that focuses on tutor-student connectivity.,"Lightspeed India Partners, CM Ventures","$16,500,000",Series A,2021,2,4,Education,Dollars,16500000.0
1914,Sarathi,2020.0,Jodhpur,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",Not Specified,"$100,000",Seed,2021,2,1,Automotive,Dollars,100000.0
1915,Jidoka Technologies,2018.0,Chennai,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",Not Specified,"$340,000",Seed,2021,2,1,Technology,Dollars,340000.0
1916,Rapido,2015.0,Bangalore,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,"Skycatcher, Nexus Venture Partners","$43,000,000",Series C,2021,2,3,Logistics,Dollars,43000000.0
1917,BYJU'S,2011.0,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Tiga Investments, Baron Capital","$150,000,000",Corporate Round,2021,2,2,Education,Dollars,150000000.0
1918,ElasticRun,2015.0,Pune,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,"Avataar Venture Partners, Kalaari Capital","$75,000,000",Series D,2021,2,3,E-Commerce,Dollars,75000000.0
1919,Avail Finance,2017.0,Bangalore,Avail is a mobile-first platform aiming to financially include the urban mass of India.,"Alteria Capital, Matrix Partners India","$3,000,000",Angel,2021,2,2,FinTech,Dollars,3000000.0
1920,Nivesh,2016.0,Noida,Nivesh.com is a mass market mutual funds investment platform.,"Raghav Kapur, Indian Angel Network","$1,600,000",Venture - Series Unknown,2021,2,2,FinTech,Dollars,1600000.0
1921,Thingsup,2020.0,Pune,Thingsup is an Enterprise Grade IoT Platform.,GSF Accelerator,"$1,000,000",Series E,2021,1,2,Technology,Dollars,1000000.0
